"time","x","der(x)"
0.95,13372.33380472381,133723.3380472381
0.96,14778.79707490099,147787.9707490099
0.97,16333.16783595316,163331.6783595316
0.98,18051.04216269681,180510.4216269681
0.99,19949.57466183947,199495.7466183947
1,22047.81077380663,220478.1077380663
1.01,24366.70787049879,243667.0787049879
1.02,26929.52310959531,269295.2310959531
1.03,29761.86021659955,297618.6021659955
1.04,32892.11876099547,328921.1876099547
1.05,36351.5797109901,363515.797109901
1.06,40174.92122021499,401749.2122021499
1.07,44400.36131823809,444003.6131823809
1.08,49070.24370938709,490702.4370938709
1.09,54231.26312500543,542312.6312500542
1.1,59935.1218787617,599351.2187876171
1.11,66238.87308558059,662388.7308558059
1.12,73205.64429386317,732056.4429386316
1.13,80905.14679711005,809051.4679711005
1.14,89414.45589927887,894144.5589927887
1.15,98818.75199292894,988187.5199292894
1.16,109212.1370014325,1092121.370014325
1.17,120698.6961931498,1206986.961931498
1.18,133393.3158654835,1333933.158654835
1.19,147423.1858667164,1474231.858667164
1.2,162928.5630158436,1629285.630158436
1.21,180064.8754386652,1800648.754386652
1.22,199003.3473915238,1990033.473915238
1.23,219933.920948417,2199339.20948417
1.24,243065.6179509259,2430656.179509259
1.25,268630.5664236526,2686305.664236526
1.26,296883.9205223697,2968839.205223697
1.27,328109.3736530914,3281093.736530914
1.28,362618.4384453675,3626184.384453675
1.29,400757.6733776237,4007576.733776237
1.3,442907.5634145212,4429075.634145211
1.31,489491.3867303558,4894913.867303558
1.32,540973.897463473,5409738.97463473
1.33,597872.0629530972,5978720.629530972
1.34,660753.5797476642,6607535.797476642
1.35,730249.8309832625,7302498.309832625
1.36,807054.2693196753,8070542.693196753
1.37,891938.0026207062,8919380.026207062
1.38,985748.1126233492,9857481.126233492
1.39,1089426.335396107,10894263.35396107
1.4,1204007.436864338,12040074.36864338
1.41,1330641.514962133,13306415.14962133
1.42,1470592.629401231,14705926.2940123
1.43,1625265.312096737,16252653.12096737
1.44,1796203.757917719,17962037.57917719
1.45,1985123.184315623,19851231.84315623
1.46,2193910.044531399,21939100.44531399
1.47,2424658.919552155,24246589.19552155
1.48,2679674.431856534,26796744.31856534
1.49,2961514.372864487,29615143.72864487
1.5,3272994.295790284,32729942.95790284
1.51,3617237.56528551,36172375.6528551
1.52,3997684.021629322,39976840.21629322
1.53,4418147.566046584,44181475.66046584
1.54,4882830.854160559,48828308.54160559
1.55,5396390.872272621,53963908.72272621
1.56,5963962.38715016,59639623.8715016
1.57,6591231.68644225,65912316.8644225
1.58,7284472.552326009,72844725.52326009
1.59,8050627.87993485,80506278.7993485
1.6,8897363.343464708,88973633.43464708
1.61,9833155.897655729,98331558.97655729
1.62,10867372.18400149,108673721.8400149
1.63,12010361.86428119,120103618.6428119
1.64,13273570.32533391,132735703.2533391
1.65,14669633.25924042,146696332.5924042
1.66,16212536.56896515,162125365.6896515
1.67,17917706.42175938,179177064.2175938
1.68,19802233.69766609,198022336.9766609
1.69,21884950.66776938,218849506.6776938
1.7,24186743.20578334,241867432.0578334
1.71,26730600.97154542,267306009.7154542
1.72,29542048.36875302,295420483.6875302
1.73,32649149.23770594,326491492.3770594
1.74,36083097.76953076,360830977.6953076
1.75,39878155.25575677,398781552.5575677
1.76,44072432.79390105,440724327.9390105
1.77,48707772.96660564,487077729.6660564
1.78,53830725.38031589,538307253.8031589
1.79,59492399.65364328,594923996.5364327
1.8,65749648.982602,657496489.82602
1.81,72664903.4541235,726649034.541235
1.82,80307599.35300738,803075993.5300738
1.83,88753995.96508306,887539959.6508306
1.84,98088896.13745977,980888961.3745977
1.85,108405453.413815,1084054534.13815
1.86,119807235.9856638,1198072359.856638
1.87,132408036.5114794,1324080365.114794
1.88,146334338.5233894,1463343385.233894
1.89,161725149.3481554,1617251493.481554
1.9,178734934.9622227,1787349349.622227
1.91,197533508.0383975,1975335080.383975
1.92,218309503.6988848,2183095036.988849
1.93,241270371.1801764,2412703711.801765
1.94,266646468.2000304,2666464682.000304
1.95,294691227.839812,2946912278.39812
1.96,325685952.2596052,3256859522.596052
1.97,359940258.514325,3599402585.143251
1.98,397797651.5982087,3977976515.982087
1.99,439636397.1978457,4396363971.978457
2,485875947.3663878,4858759473.663878
2.01,536978448.8677602,5369784488.677602
2.02,593456079.157895,5934560791.57895
2.03,655873481.5427824,6558734815.427824
2.04,724856040.4113433,7248560404.113434
2.05,801093646.2477065,8010936462.477065
2.06,885349891.5063831,8853498915.063831
2.07,978467719.243915,9784677192.43915
2.08,1081379446.882122,10813794468.82122
2.09,1195115054.54851,11951150545.4851
2.1,1320812832.735039,13208128327.35039
2.11,1459731337.006388,14597313370.06388
2.12,1613260293.111439,16132602931.11439
2.13,1782937605.322132,17829376053.22132
2.14,1970459920.00405,19704599200.0405
2.15,2177706553.953758,21777065539.53758
2.16,2406748789.620445,24067487896.20445
2.17,2659883224.546785,26598832245.46785
2.18,2939638414.959964,29396384149.59964
2.19,3248820986.142017,32488209861.42017
2.2,3590517611.804384,35905176118.04384
2.21,3968158330.786687,39681583307.86687
2.22,4385511320.154132,43855113201.54132
2.23,4846767663.147421,48467676631.47421
2.24,5356528863.971706,53565288639.71706
2.25,5919914166.120503,59199141661.20503
2.26,6542544165.865368,65425441658.65368
2.27,7230671256.343786,72306712563.43787
2.28,7991160935.166359,79911609351.66359
2.29,8831649442.370243,88316494423.70242
2.3,9760523052.24778,97605230522.4778
2.31,10787107977.43402,107871079774.3402
2.32,11921648319.49254,119216483194.9254
2.33,13175534063.12054,131755340631.2054
2.34,14561278939.47848,145612789394.7848
2.35,16092793126.52759,160927931265.2759
2.36,17785363131.4697,177853631314.697
2.37,19655976614.90306,196559766149.0306
2.38,21723307629.61525,217233076296.1525
2.39,24008101748.26877,240081017482.6877
2.4,26533171747.51736,265331717475.1736
2.41,29323851865.89562,293238518658.9562
2.42,32408011485.94404,324080114859.4404
2.43,35816587769.18966,358165877691.8966
2.44,39583628320.306,395836283203.06
2.45,43746911477.98393,437469114779.8394
2.46,48348033684.83315,483480336848.3315
2.47,53433126126.98721,534331261269.8721
2.48,59053009034.13339,590530090341.3339
2.49,65264011835.15893,652640118351.5892
2.5,72128225474.01202,721282254740.1202
2.51,79714430337.74649,797144303377.4648
2.52,88098489688.08153,880984896880.8153
2.53,97364384709.67226,973643847096.7225
2.54,107604808368.3024,1076048083683.024
2.55,118922299187.02,1189222991870.2
2.56,131430116622.6797,1314301166226.797
2.57,145253453476.7199,1452534534767.199
2.58,160530703033.5564,1605307030335.564
2.59,177414712831.6959,1774147128316.959
2.6,196074592689.0329,1960745926890.329
2.61,216696947863.6287,2166969478636.287
2.62,239488428785.3797,2394884287853.797
2.63,264676846710.5234,2646768467105.233
2.64,292514734509.2863,2925147345092.862
2.65,323280199159.6018,3232801991596.018
2.66,357281853546.7089,3572818535467.089
2.67,394859192778.6797,3948591927786.797
2.68,436389376452.7043,4363893764527.043
2.69,482286841430.7391,4822868414307.392
2.7,533012481679.3759,5330124816793.759
2.71,589072333319.1804,5890723333191.805
2.72,651029379244.8158,6510293792448.158
2.73,719501724821.9828,7195017248219.828
2.74,795176972306.4099,7951769723064.1
2.75,878810127851.9496,8788101278519.496
2.76,971240984495.6757,9712409844956.756
2.77,1073391786158.68,10733917861586.81
2.78,1186288184238.255,11862881842382.55
2.79,1311056724394.463,13110567243944.63
2.8,1448950026946.308,14489500269463.08
2.81,1601344223105.465,16013442231054.65
2.82,1769769099750.257,17697690997502.57
2.83,1955905701753.093,19559057017530.93
2.84,2161622274166.688,21616222741666.88
2.85,2388972377735.064,23889723777350.63
2.86,2640237550955.074,26402375509550.74
2.87,2917926472072.062,29179264720720.62
2.88,3224825341974.413,32248253419744.13
2.89,3563998888529.448,35639988885294.48
2.9,3938849527050.665,39388495270506.65
2.91,4353121369269.728,43531213692697.27
2.92,4810969234065.529,48109692340655.3
2.93,5316967330431.306,53169673304313.06
2.94,5876189142854.658,58761891428546.58
2.95,6494223154166.611,64942231541666.11
2.96,7177264483094.477,71772644830944.77
2.97,7932140963614.383,79321409636143.83
2.98,8766417119093.7,87664171190937
2.99,9688435205295.797,96884352052957.97
3,10707431600600.67,107074316006006.7
3.01,11833599162985.49,118335991629854.9
3.02,13078215309551.93,130782153095519.3
3.03,14453734382095.73,144537343820957.3
3.04,15973925460245.84,159739254602458.4
3.05,17654006570538.98,176540065705389.8
3.06,19510788462385.77,195107884623857.8
3.07,21562866687211.31,215628666872113.1
3.08,23830764945999.16,238307649459991.6
3.09,26337206641922.35,263372066419223.5
3.1,29107247689796.31,291072476897963.1
3.11,32168656543520.77,321686565435207.6
3.12,35552021152443.04,355520211524430.4
3.13,39291276251793.84,392912762517938.4
3.14,43423761943485.73,434237619434857.3
3.15,47990949952506.95,479909499525069.5
3.16,53038421419719.73,530384214197197.3
3.17,58616860829931.31,586168608299313
3.18,64781918050781.42,647819180507814.3
3.19,71595506400977.58,715955064009775.8
3.2,79125599908213.61,791255999082136.1
3.21,87447817050667.5,874478170506675
3.22,96645186740674.66,966451867406746.5
3.23,106810064863166.4,1068100648631664
3.24,118043871263635,1180438712636350
3.25,130459401975256.4,1304594019752564
3.26,144180543544365.1,1441805435443651
3.27,159345053496149.6,1593450534961496
3.28,176104264716067.3,1761042647160673
3.29,194626416997124.3,1946264169971243
3.3,215096373685598.7,2150963736855987
3.31,237719597786164.1,2377195977861641
3.32,262721916893045.9,2627219168930459
3.33,290354247773125.1,2903542477731251
3.34,320892465385351.4,3208924653853515
3.35,354642989290041.2,3546429892900412
3.36,391942840524449.4,3919428405244495
3.37,433166210358160.5,4331662103581605
3.38,478724827908057.2,4787248279080572
3.39,529075634862596.8,5290756348625968
3.4,584721640945451.3,5847216409454512
3.41,646220824670536.5,6462208246705365
3.42,714187728369518.6,7141877283695186
3.43,789303691156216,7893036911562160
3.44,872319537208154.5,8723195372081545
3.45,964067217818770.8,9640672178187708
3.46,1065464085212148,1.065464085212148e+016
3.47,1177525968820761,1.177525968820761e+016
3.48,1301373714312792,1.301373714312792e+016
3.49,1438247635449780,1.43824763544978e+016
3.5,1589517250272179,1.589517250272179e+016
3.51,1756696921030155,1.756696921030155e+016
3.52,1941460057690819,1.941460057690818e+016
3.53,2145655566908416,2.145655566908416e+016
3.54,2371328244822014,2.371328244822014e+016
3.55,2620735378231823,2.620735378231822e+016
3.56,2896375650201769,2.896375650201769e+016
3.57,3201004840997348,3.201004840997348e+016
3.58,3537676368503272,3.537676368503272e+016
3.59,3909754481090536,3.909754481090535e+016
3.6,4320970611849168,4.320970611849167e+016
3.61,4775431684755343,4.775431684755343e+016
3.62,5277697857308011,5.277697857308011e+016
3.63,5832782501649299,5.832782501649299e+016
3.64,6446258748488846,6.446258748488846e+016
3.65,7124247175115741,7.124247175115741e+016
3.66,7873556400749964,7.873556400749965e+016
3.67,8701661643315245,8.701661643315245e+016
3.68,9616878974079824,9.616878974079824e+016
3.69,1.062833918795265e+016,1.062833918795265e+017
3.7,1.17461990753121e+016,1.17461990753121e+017
3.71,1.298161186179838e+016,1.298161186179838e+017
3.72,1.434698228178826e+016,1.434698228178826e+017
3.73,1.585593418714435e+016,1.585593418714435e+017
3.74,1.752361751339592e+016,1.752361751339592e+017
3.75,1.936667432575069e+016,1.936667432575069e+017
3.76,2.140360693928856e+016,2.140360693928856e+017
3.77,2.365474467027013e+016,2.365474467027013e+017
3.78,2.614268359133447e+016,2.614268359133447e+017
3.79,2.889225771754445e+016,2.889225771754445e+017
3.8,3.193106209206451e+016,3.193106209206451e+017
3.81,3.528943423641577e+016,3.528943423641577e+017
3.82,3.900107338513582e+016,3.900107338513582e+017
3.83,4.310304100665891e+016,4.310304100665891e+017
3.84,4.763648990654714e+016,4.763648990654714e+017
3.85,5.26466967987897e+016,5.26466967987897e+017
3.86,5.818391548467522e+016,5.818391548467521e+017
3.87,6.430346025100069e+016,6.430346025100069e+017
3.88,7.106669712995138e+016,7.106669712995137e+017
3.89,7.854120488908902e+016,7.854120488908902e+017
3.9,8.680191709695046e+016,8.680191709695046e+017
3.91,9.593139840414438e+016,9.593139840414438e+017
3.92,1.060211472355908e+017,1.060211472355908e+018
3.93,1.171720399410887e+017,1.171720399410887e+018
3.94,1.294957986563671e+017,1.294957986563671e+018
3.95,1.431156760432172e+017,1.431156760432172e+018
3.96,1.581680841781105e+017,1.581680841781105e+018
3.97,1.748036197423018e+017,1.748036197423018e+018
3.98,1.931888363087363e+017,1.931888363087363e+018
3.99,2.135077462623701e+017,2.135077462623701e+018
4,2.35963698671994e+017,2.35963698671994e+018
4.01,2.607815429113298e+017,2.607815429113298e+018
4.02,2.882095448806203e+017,2.882095448806202e+018
4.03,3.185224621741905e+017,3.185224621741905e+018
4.04,3.520233893581068e+017,3.520233893581067e+018
4.05,3.89048080703353e+017,3.890480807033529e+018
4.06,4.299665560038839e+017,4.299665560038839e+018
4.07,4.751891210349959e+017,4.751891210349959e+018
4.08,5.251674830046752e+017,5.251674830046752e+018
4.09,5.804030696871967e+017,5.804030696871967e+018
4.1,6.41447290098062e+017,6.414472900980619e+018
4.11,7.089129519816117e+017,7.089129519816116e+018
4.12,7.834732181813865e+017,7.834732181813864e+018
4.13,8.658768336566349e+017,8.658768336566349e+018
4.14,9.56945861350239e+017,9.56945861350239e+018
4.15,1.057594852634606e+018,1.057594852634606e+019
4.16,1.1688279334922e+018,1.1688279334922e+019
4.17,1.291762090668899e+018,1.291762090668899e+019
4.18,1.427623854880522e+018,1.427623854880522e+019
4.19,1.577777434491452e+018,1.577777434491452e+019
4.2,1.743721051241676e+018,1.743721051241676e+019
4.21,1.927120823354247e+018,1.927120823354247e+019
4.22,2.129806879228065e+018,2.129806879228065e+019
4.23,2.353814024711052e+018,2.353814024711052e+019
4.24,2.601377865399128e+018,2.601377865399128e+019
4.25,2.874983432386916e+018,2.874983432386916e+019
4.26,3.177361698293597e+018,3.177361698293597e+019
4.27,3.511547476499975e+018,3.511547476499975e+019
4.28,3.880876938803656e+018,3.880876938803656e+019
4.29,4.289056235988402e+018,4.289056235988401e+019
4.3,4.740160941728072e+018,4.740160941728072e+019
4.31,5.238716953608475e+018,5.238716953608475e+019
4.32,5.78970323295788e+018,5.789703232957881e+019
4.33,6.398646614905208e+018,6.398646614905208e+019
4.34,7.071629833219505e+018,7.071629833219505e+019
4.35,7.815401866402844e+018,7.815401866402844e+019
4.36,8.637394091666609e+018,8.637394091666609e+019
4.37,9.545847679925293e+018,9.545847679925292e+019
4.38,1.054984189514297e+019,1.054984189514297e+020
4.39,1.165943976632118e+019,1.165943976632118e+020
4.4,1.288573414543815e+019,1.288573414543815e+020
4.41,1.424101234866745e+019,1.424101234866745e+020
4.42,1.573882775043645e+019,1.573882775043645e+020
4.43,1.739418318879521e+019,1.739418318879521e+020
4.44,1.922363879240128e+019,1.922363879240128e+020
4.45,2.124551253587371e+019,2.124551253587371e+020
4.46,2.34800389174932e+019,2.34800389174932e+020
4.47,2.594958292617581e+019,2.59495829261758e+020
4.48,2.867886943401619e+019,2.867886943401619e+020
4.49,3.16952037236247e+019,3.16952037236247e+020
4.5,3.502879845511939e+019,3.502879845511939e+020
4.51,3.871298943474266e+019,3.871298943474266e+020
4.52,4.278469631433497e+019,4.278469631433497e+020
4.53,4.728461597118146e+019,4.728461597118146e+020
4.54,5.225786542192205e+019,5.225786542192205e+020
4.55,5.775412638120525e+019,5.775412638120525e+020
4.56,6.38285351625091e+019,6.382853516250909e+020
4.57,7.054173983154358e+019,7.054173983154358e+020
4.58,7.796112334749262e+019,7.796112334749262e+020
4.59,8.616072246750372e+019,8.616072246750372e+020
4.6,9.522287677804207e+019,9.522287677804207e+020
4.61,1.052379900695618e+020,1.052379900695618e+021
4.62,1.163066391034023e+020,1.163066391034023e+021
4.63,1.28539249079753e+020,1.28539249079753e+021
4.64,1.42058659818144e+020,1.42058659818144e+021
4.65,1.569997541769718e+020,1.569997541769718e+021
4.66,1.735125605803551e+020,1.735125605803551e+021
4.67,1.91761839371271e+020,1.91761839371271e+021
4.68,2.119308221716236e+020,2.119308221716236e+021
4.69,2.342207684543366e+020,2.342207684543366e+021
4.7,2.588554572787692e+020,2.588554572787692e+021
4.71,2.860807374224806e+020,2.860807374224806e+021
4.72,3.161699029721644e+020,3.161699029721644e+021
4.73,3.494232766698759e+020,3.494232766698759e+021
4.74,3.86174617084918e+020,3.86174617084918e+021
4.75,4.267907984454015e+020,4.267907984454015e+021
4.76,4.716794127357685e+020,4.716794127357685e+021
4.77,5.212886429595455e+020,5.212886429595455e+021
4.78,5.761162370638183e+020,5.761162370638182e+021
4.79,6.367097190171222e+020,6.367097190171222e+021
4.8,7.036769208198602e+020,7.036769208198602e+021
4.81,7.776867419391765e+020,7.776867419391765e+021
4.82,8.594814277234681e+020,8.594814277234681e+021
4.83,9.498781792233608e+020,9.498781792233608e+021
4.84,1.049783356674471e+021,1.049783356674471e+022
4.85,1.160195367335649e+021,1.160195367335649e+022
4.86,1.282220945138241e+021,1.28222094513824e+022
4.87,1.417079915532096e+021,1.417079915532096e+022
4.88,1.566123648319424e+021,1.566123648319424e+022
4.89,1.730842531003396e+021,1.730842531003396e+022
4.9,1.912886599402529e+021,1.912886599402529e+022
4.91,2.114076864932291e+021,2.114076864932291e+022
4.92,2.336427980700546e+021,2.336427980700546e+022
4.93,2.582164990202724e+021,2.582164990202724e+022
4.94,2.853747663373627e+021,2.853747663373627e+022
4.95,3.153894799362792e+021,3.153894799362792e+022
4.96,3.485609538024753e+021,3.485609538024753e+022
4.97,3.852214103637266e+021,3.852214103637266e+022
4.98,4.257374923095696e+021,4.257374923095696e+022
4.99,4.70515170061916e+021,4.70515170061916e+022
5,5.200020501835195e+021,5.200020501835195e+022
5,5.200020501835195e+021,5.200020501835195e+022
